sku,nombre,categoria,subcategoria,marca,calibre_awg,num_conductores,voltaje,apantallado,chaqueta,norma,aplicacion,potencia_hp,voltaje_entrada,serie,descripcion_corta,imagen
31354004101,THWN-2 2 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,Cable THHN / THWN-2,,Procables,2,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 2 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,
31354003101,THWN-2 1/0 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,Cable THHN / THWN-2,,Procables,1/0,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 1/0 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,
31405170001,TSEC 2x6+6 AWG Cu (cobre)-XLPUV/PE 600V 75°C CDSA,Cables de acometida,Antifraude TSEC,Procables,6,2,600 V,,,NTC 2208,Acometidas de servicio eléctrico desde la red pública hasta el usuario; uso exterior,,,,TSEC 2x6+6 AWG Cu (cobre)-XLPUV/PE 600V 75°C CDSA,
31405170002,TSEC 2x6+6 AWG Cu (cobre)-XLPUV/PE 600V 90°C CDSA,Cables de acometida,Antifraude TSEC,Procables,6,2,600 V,,,NTC 2208,Acometidas de servicio eléctrico desde la red pública hasta el usuario; uso exterior,,,,TSEC 2x6+6 AWG Cu (cobre)-XLPUV/PE 600V 90°C CDSA,
31404264001,TSEC 2x6+6 AWG Cu (cobre)-XLPUV/PE 600V 90°C,Cables de acometida,Antifraude TSEC,Procables,6,2,600 V,,,NTC 2208,Acometidas de servicio eléctrico desde la red pública hasta el usuario; uso exterior,,,,TSEC 2x6+6 AWG Cu (cobre)-XLPUV/PE 600V 90°C,
31404244901,TSEC 2x8+8 AWG Cu (cobre) CPR XLPE-SR 600V 90°C PE,Cables de acometida,Antifraude TSEC,Procables,8,2,600 V,,,NTC 2208,Acometidas de servicio eléctrico desde la red pública hasta el usuario; uso exterior,,,,TSEC 2x8+8 AWG Cu (cobre) CPR XLPE-SR 600V 90°C PE,
31404145001,TSEC 8+8 AWG Cu-PE/PVC 600V 75°C CDSA,Cables de acometida,Antifraude TSEC,Procables,8,,600 V,,,NTC 2208,Acometidas de servicio eléctrico desde la red pública hasta el usuario; uso exterior,,,,TSEC 8+8 AWG Cu-PE/PVC 600V 75°C CDSA,
31405820001,TIPO TREBOL 2x10+10 AWG Cu (cobre) XLPE-SR 600V 75°C PE,Cables de acometida,Tipo Trébol,Procables,10,2,600 V,,,NTC 2208,Acometidas de servicio eléctrico desde la red pública hasta el usuario; uso exterior,,,,TIPO TREBOL 2x10+10 AWG Cu (cobre) XLPE-SR 600V 75°C PE,
31405820002,TIPO TREBOL 2x10+10 AWG Cu (cobre) XLPE-SR 600V 90°C PE,Cables de acometida,Tipo Trébol,Procables,10,2,600 V,,,NTC 2208,Acometidas de servicio eléctrico desde la red pública hasta el usuario; uso exterior,,,,TIPO TREBOL 2x10+10 AWG Cu (cobre) XLPE-SR 600V 90°C PE,
31405811001,TIPO TREBOL 2x8+8 AWG Cu (cobre) XLPE-SR 600V 75°C PE,Cables de acometida,Tipo Trébol,Procables,8,2,600 V,,,NTC 2208,Acometidas de servicio eléctrico desde la red pública hasta el usuario; uso exterior,,,,TIPO TREBOL 2x8+8 AWG Cu (cobre) XLPE-SR 600V 75°C PE,
31405811002,TIPO TREBOL 2x8+8 AWG Cu (cobre) XLPE-SR 600V 90°C PE,Cables de acometida,Tipo Trébol,Procables,8,2,600 V,,,NTC 2208,Acometidas de servicio eléctrico desde la red pública hasta el usuario; uso exterior,,,,TIPO TREBOL 2x8+8 AWG Cu (cobre) XLPE-SR 600V 90°C PE,
31352614501,EXZHELLENT BW 14 AWG (2.5mm2) Cu (cobre) CPR HFFR LS 600V 75°,Cables de baja tensión,Exzhellent BW,Procables,14,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 14 AWG (2.5mm2) Cu (cobre) CPR HFFR LS 600V 75°,
31352612201,EXZHELLENT BW 12 AWG (4mm2) Cu (cobre) CPR HFFR LS 600V 75°C,Cables de baja tensión,Exzhellent BW,Procables,12,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 12 AWG (4mm2) Cu (cobre) CPR HFFR LS 600V 75°C,
31352610601,EXZHELLENT BW 10 AWG (6mm2) Cu (cobre) CPR HFFR LS 600V 75°C,Cables de baja tensión,Exzhellent BW,Procables,10,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 10 AWG (6mm2) Cu (cobre) CPR HFFR LS 600V 75°C,
31352610801,EXZHELLENT BW 10 AWG (6mm2) Cu (cobre) CPR HFFR LS 600V 75°C XLPE,Cables de baja tensión,Exzhellent BW,Procables,10,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 10 AWG (6mm2) Cu (cobre) CPR HFFR LS 600V 75°C XLPE,
31352610201-2,EXZHELLENT BW 8 AWG (10mm2) Cu (cobre) CPR HFFR LS 600V 75°C,Cables de baja tensión,Exzhellent BW,Procables,8,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 8 AWG (10mm2) Cu (cobre) CPR HFFR LS 600V 75°C,
31352610101-2,EXZHELLENT BW 8 AWG (10mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,Cables de baja tensión,Exzhellent BW,Procables,8,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 8 AWG (10mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,
31352610102-2,EXZHELLENT BW 8 AWG Cu (cobre) CPR HFFR LS 600V 90°C XLPE 4H ST,Cables de baja tensión,Exzhellent BW,Procables,8,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 8 AWG Cu (cobre) CPR HFFR LS 600V 90°C XLPE 4H ST,
31352608801,EXZHELLENT BW 6 AWG (16mm2) Cu (cobre) CPR HFFR LS 600V 75°C,Cables de baja tensión,Exzhellent BW,Procables,6,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 6 AWG (16mm2) Cu (cobre) CPR HFFR LS 600V 75°C,
31352608701,EXZHELLENT BW 6 AWG (16mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,Cables de baja tensión,Exzhellent BW,Procables,6,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 6 AWG (16mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,
31352606201,EXZHELLENT BW 4 AWG (25mm2) Cu (cobre) CPR HFFR LS 600V 75°C,Cables de baja tensión,Exzhellent BW,Procables,4,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 4 AWG (25mm2) Cu (cobre) CPR HFFR LS 600V 75°C,
31352606101,EXZHELLENT BW 4 AWG (25mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,Cables de baja tensión,Exzhellent BW,Procables,4,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 4 AWG (25mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,
31352602401-2,EXZHELLENT BW 2 AWG (35mm2) Cu (cobre) CPR HFFR LS 600V 75°C,Cables de baja tensión,Exzhellent BW,Procables,2,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 2 AWG (35mm2) Cu (cobre) CPR HFFR LS 600V 75°C,
31352602301,EXZHELLENT BW 2 AWG (35mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,Cables de baja tensión,Exzhellent BW,Procables,2,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 2 AWG (35mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,
31352600401,EXZHELLENT BW 1/0 AWG (50mm2) Cu (cobre) CPR HFFR LS 600V 75°C,Cables de baja tensión,Exzhellent BW,Procables,1/0,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 1/0 AWG (50mm2) Cu (cobre) CPR HFFR LS 600V 75°C,
31352600301,EXZHELLENT BW 1/0 AWG (50mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,Cables de baja tensión,Exzhellent BW,Procables,1/0,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 1/0 AWG (50mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,
31352598801,EXZHELLENT BW 2/0 AWG (70mm2) Cu (cobre) CPR HFFR LS 600V 75°C,Cables de baja tensión,Exzhellent BW,Procables,2/0,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 2/0 AWG (70mm2) Cu (cobre) CPR HFFR LS 600V 75°C,
31352598701,EXZHELLENT BW 2/0 AWG (70mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,Cables de baja tensión,Exzhellent BW,Procables,2/0,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 2/0 AWG (70mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,
31352596401,EXZHELLENT BW 3/0 AWG (95mm2) Cu (cobre) CPR HFFR LS 600V 75°C,Cables de baja tensión,Exzhellent BW,Procables,3/0,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 3/0 AWG (95mm2) Cu (cobre) CPR HFFR LS 600V 75°C,
31352596301,EXZHELLENT BW 3/0 AWG (95mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,Cables de baja tensión,Exzhellent BW,Procables,3/0,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 3/0 AWG (95mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,
31352594201,EXZHELLENT BW 4/0 AWG (120mm2) Cu (cobre) CPR HFFR LS 600V 75°C,Cables de baja tensión,Exzhellent BW,Procables,4/0,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 4/0 AWG (120mm2) Cu (cobre) CPR HFFR LS 600V 75°C,
31352594101,EXZHELLENT BW 4/0 AWG (120mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,Cables de baja tensión,Exzhellent BW,Procables,4/0,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 4/0 AWG (120mm2) Cu (cobre) CPR HFFR LS 600V 90°C XLPE,
31352611601,EXZHELLENT BW 500 kcmil Cu (cobre) CPR HFFR LS 600V 75°,Cables de baja tensión,Exzhellent BW,Procables,500 kcmil,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 500 kcmil Cu (cobre) CPR HFFR LS 600V 75°,
31352611001,EXZHELLENT BW 350 kcmil Cu (cobre) CPR HFFR LS 600V 75°,Cables de baja tensión,Exzhellent BW,Procables,350 kcmil,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 350 kcmil Cu (cobre) CPR HFFR LS 600V 75°,
31352610401,EXZHELLENT BW 250 kcmil Cu (cobre) CPR HFFR LS 600V 75°,Cables de baja tensión,Exzhellent BW,Procables,250 kcmil,,600 V,,,IEC 60227 / NTC 3534,"Instalaciones fijas en baja tensión; edificaciones residenciales, comerciales e industriales",,,,EXZHELLENT BW 250 kcmil Cu (cobre) CPR HFFR LS 600V 75°,
31354002601-2,THWN-2 8 AWG Cu (J) PVC/NY 600V G&O II VW-1,Cable THHN / THWN-2,,Procables,8,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 8 AWG Cu (J) PVC/NY 600V G&O II VW-1,
31354002605-2,THWN-2 8 AWG Cu (J) PVC/NY 600V 105C G&OII VW-1,Cable THHN / THWN-2,,Procables,8,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 8 AWG Cu (J) PVC/NY 600V 105C G&OII VW-1,
31354001801-2,THWN-2 10 AWG Cu (J) PVC/NY 600V G&O II VW-1,Cable THHN / THWN-2,,Procables,10,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 10 AWG Cu (J) PVC/NY 600V G&O II VW-1,
31354001805,THWN-2 10 AWG Cu (J) PVC/NY 600V 105C G&OII VW-1,Cable THHN / THWN-2,,Procables,10,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 10 AWG Cu (J) PVC/NY 600V 105C G&OII VW-1,
31354001001,THWN-2 12 AWG Cu (J) PVC/NY 600V G&O II VW-1,Cable THHN / THWN-2,,Procables,12,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 12 AWG Cu (J) PVC/NY 600V G&O II VW-1,
31354001005,THWN-2 12 AWG Cu (J) PVC/NY 600V 105C G&OII VW-1,Cable THHN / THWN-2,,Procables,12,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 12 AWG Cu (J) PVC/NY 600V 105C G&OII VW-1,
31354000201,THWN-2 14 AWG Cu (J) PVC/NY 600V G&O II VW-1,Cable THHN / THWN-2,,Procables,14,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 14 AWG Cu (J) PVC/NY 600V G&O II VW-1,
31354000205,THWN-2 14 AWG Cu (J) PVC/NY 600V 105C G&OII VW-1,Cable THHN / THWN-2,,Procables,14,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 14 AWG Cu (J) PVC/NY 600V 105C G&OII VW-1,
31354000401,THWN-2 16 AWG Cu (J) PVC/NY 600V G&O II VW-1,Cable THHN / THWN-2,,Procables,16,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 16 AWG Cu (J) PVC/NY 600V G&O II VW-1,
31353999801,THWN-2 18 AWG Cu (J) PVC/NY 600V G&O II VW-1,Cable THHN / THWN-2,,Procables,18,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 18 AWG Cu (J) PVC/NY 600V G&O II VW-1,
31354001601-2,TFFN 18 AWG Cu (FLEX) PVC/NY 600V G&O II VW-1,Cable THHN / THWN-2,,Procables,18,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,TFFN 18 AWG Cu (FLEX) PVC/NY 600V G&O II VW-1,
31353999701,THWN-2 18 AWG Cu (J) PVC/NY 600V 105C G&OII VW-1,Cable THHN / THWN-2,,Procables,18,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 18 AWG Cu (J) PVC/NY 600V 105C G&OII VW-1,
31353999301,SUPERFLEX 8 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1,Cable flexible,Superflex,Procables,8,,600 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,SUPERFLEX 8 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1,
31353999001,SUPERFLEX 10 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1,Cable flexible,Superflex,Procables,10,,600 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,SUPERFLEX 10 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1,
31353998701,SUPERFLEX 12 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1,Cable flexible,Superflex,Procables,12,,600 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,SUPERFLEX 12 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1,
31353998401,SUPERFLEX 14 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1,Cable flexible,Superflex,Procables,14,,600 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,SUPERFLEX 14 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1,
31353998301,SUPERFLEX 16 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1,Cable flexible,Superflex,Procables,16,,600 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,SUPERFLEX 16 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1,
31353998201,SUPERFLEX 18 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1,Cable flexible,Superflex,Procables,18,,600 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,SUPERFLEX 18 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1,
31354240105,SUPERFLEX 20 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1,Cable flexible,Superflex,Procables,20,,600 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,SUPERFLEX 20 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1,
31354220102,THWN-2 12 AWG Cu (J) PVC/NY 600V105°C G&O II VW-1CT,Cable THHN / THWN-2,,Procables,12,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 12 AWG Cu (J) PVC/NY 600V105°C G&O II VW-1CT,
31354002001,THWN-2 14 AWG Cu (FLEX) PVC/NY 600V G&O II VW-1,Cable THHN / THWN-2,,Procables,14,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 14 AWG Cu (FLEX) PVC/NY 600V G&O II VW-1,
31354002002,THWN-2 14 AWG Cu (FLEX) PVC NY 600V 105C G&O II VW-1,Cable THHN / THWN-2,,Procables,14,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 14 AWG Cu (FLEX) PVC NY 600V 105C G&O II VW-1,
31354001801-3,TFFN 16 AWG Cu (FLEX) PVC/NY 600V G&O II VW-1,Cable THHN / THWN-2,,Procables,16,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,TFFN 16 AWG Cu (FLEX) PVC/NY 600V G&O II VW-1,
31354001802,TFFN 16AWG Cu (FLEX) PVC /NY 600V 105C G&O II VW-1,Cable THHN / THWN-2,,Procables,16,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,TFFN 16AWG Cu (FLEX) PVC /NY 600V 105C G&O II VW-1,
31354001601-3,TFFN 18 AWG Cu (FLEX) PVC/NY 600V G&O II VW-1,Cable THHN / THWN-2,,Procables,18,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,TFFN 18 AWG Cu (FLEX) PVC/NY 600V G&O II VW-1,
31354001602,TFFN 18AWG Cu (FLEX) PVC/NY 600V 105C G&O II VW-1,Cable THHN / THWN-2,,Procables,18,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,TFFN 18AWG Cu (FLEX) PVC/NY 600V 105C G&O II VW-1,
31369100002,DUPLEX CPE SPT 2x10 AWG Cu (J) PVC 300V 60°C,Cable flexible,SPT-CPE,Procables,10,2,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,DUPLEX CPE SPT 2x10 AWG Cu (J) PVC 300V 60°C,
31369080001,DUPLEX CPE SPT 2x12 AWG Cu (J) PVC 300V 60°C,Cable flexible,SPT-CPE,Procables,12,2,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,DUPLEX CPE SPT 2x12 AWG Cu (J) PVC 300V 60°C,
31369060001,DUPLEX CPE SPT 2x14 AWG Cu (J) PVC 300V 60°C,Cable flexible,SPT-CPE,Procables,14,2,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,DUPLEX CPE SPT 2x14 AWG Cu (J) PVC 300V 60°C,
